,company,Address,INBUILDING,EXTBUILDING,POILOGISTIC,ZONE,HouseNum,RoadName,POBOX,zipcode,city,CEDEX,ADDITIONAL,country,codeDep
103,GEODIS WILSON NANTES,ZONE D2A RUE SAINT EXUPERY 44860 SAINT AIGNAN DE GRAND LIEU FRANCE,NONE,NONE,NONE,ZONE D2A,NONE,RUE SAINT EXUPERY,NONE,44860,SAINT AIGNAN DE GRAND LIEU,NONE,NONE,FRANCE,44
104,BDP INTERNATIONAL SA,RUE DES 2 CEDRES CASE 02 95708 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,NONE,NONE,RUE DES 2 CEDRES,CASE 02,95708,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
105,CARGILL FRANCE,18-20 RUE DES GAUDINES BP 215 78108 SAINT GERMAIN EN LAYE FRANCE,NONE,NONE,NONE,NONE,18-20,RUE DES GAUDINES,BP 215,78108,SAINT GERMAIN EN LAYE,NONE,NONE,FRANCE,78
106,SCHENKER S.A.S. LE HAVRE DB LOGISTICS,PARC DU HODE ROUTE INDUSTRIELLE BP 263 76055 LE HAVRE CEDEX FRANCE,NONE,NONE,NONE,PARC DU HODE,NONE,ROUTE INDUSTRIELLE,BP 263 ,76055,LE HAVRE,CEDEX,NONE,FRANCE,76
107,FMI MARSEILLE,CITE LA COSMETIQUE 2 RUE ODETTE JASSE 13015 MARSEILLE FRANCE,NONE,NONE,NONE,CITE LA COSMETIQUE,2,RUE ODETTE JASSE,NONE,13015,MARSEILLE,NONE,NONE,FRANCE,13
108,CMA CGM ACTIVITE TRANSIT,1 QUAI COLBERT 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,1,QUAI COLBERT,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
109,TDS LOGISTIQUE,CHCI 182 QUAI GEORGE V BP 325 76600 LE HAVRE FRANCE,NONE,CHCI,NONE,NONE,182,QUAI GEORGE V,BP 325,76600,LE HAVRE,NONE,NONE,FRANCE,76
110,SOGETRA TRANSPORT INTERNATIONAL,10 QUAI DE LA CITADELLE 59377 DUNKERQUE FRANCE,NONE,NONE,NONE,NONE,10,QUAI DE LA CITADELLE,NONE,59377,DUNKERQUE,NONE,NONE,FRANCE,59
111,DACHSER FRANCA AIR & SEA LOGISTICS,172 CHEMIN SAINT LOUIS AU ROVE BP 157 13016 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,172,CHEMIN SAINT LOUIS AU ROVE,BP 157,13016,MARSEILLE,NONE,NONE,FRANCE,13
112,GLOBAL STAR INTERNATIONAL,21 BOULEVARD CAPITAINE GEZE 13014 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,21,BOULEVARD CAPITAINE GEZE,NONE,13014,MARSEILLE,NONE,NONE,FRANCE,13
113,GLOBTRANS,19 BOULEVARD ATRHUR MICHAUD 13015 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,19,BOULEVARD ATRHUR MICHAUD,NONE,13015,MARSEILLE,NONE,NONE,FRANCE,13
114,ROHLIG FRANCE SAS,60 QUAI GEORGES RAVERAT 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,60,QUAI GEORGES RAVERAT,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
115,SGC MARITIME,ZONE INDUSTRIELLE BOIS VERT 2 CHEMIN DE LA SAUDRUNE BP 80017 31120 PORTET SUR GARONNE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE BOIS VERT,2,CHEMIN DE LA SAUDRUNE,BP 80017,31120,PORTET SUR GARONNE,NONE,NONE,FRANCE,31
116,SCHENKER S.A.S.,17 AVENUE ANDRE ROUSSIN 13016 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,17,AVENUE ANDRE ROUSSIN,NONE,13016,MARSEILLE,NONE,NONE,FRANCE,13
117,SAGA FRANCE,ZONE PORTUAIRE DE GRON 71 RUE HENRI GAUTIER BP 85 44550 MONTOIR DE BRETAGNE FRANCE,NONE,NONE,NONE,ZONE PORTUAIRE DE GRON,71,RUE HENRI GAUTIER,BP 85,44550,MONTOIR DE BRETAGNE,NONE,NONE,FRANCE,44
118,SNF SAS,ZAC DE MILIEUX 42163 ANDREZIEUX BOUTHEON FRANCE,NONE,NONE,NONE,ZAC DE MILIEUX,NONE,NONE,NONE,42163,ANDREZIEUX BOUTHEON,NONE,NONE,FRANCE,42
119,SOCIETE HAVRAISE DE TRANSIT,'5 RUE DE L''ABBAYE 76210 GRUCHET LE VALASSE FRANCE',NONE,NONE,NONE,NONE,5,'RUE DE L''ABBAYE',NONE,76210,GRUCHET LE VALASSE,NONE,NONE,FRANCE,76
120,BBL SHIPPING,162 BOULEVARD DANIELE CASANOVA 13014 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,162,BOULEVARD DANIELE CASANOVA,NONE,13014,MARSEILLE,NONE,NONE,FRANCE,13
121,FATTON,AEROPORT LYON SAINT EXUPERY 69125 COLOMBIER SAUGNIEU FRANCE,NONE,NONE,AEROPORT LYON SAINT EXUPERY,NONE,NONE,NONE,NONE,69125,COLOMBIER SAUGNIEU,NONE,NONE,FRANCE,69
122,TMF OPERATING,PORT FLUVIAL DE BETHUNE BP 578 62400 BETHUNE FRANCE,NONE,NONE,PORT FLUVIAL DE BETHUNE,NONE,NONE,NONE,BP 578,62400,BETHUNE,NONE,NONE,FRANCE,62
123,NECOTRANS,IMMEUBLE GRAND ECRAN 11 AVENUE ANDRE ROUSSIN - 13016 MARSEILLE FRANCE,NONE,IMMEUBLE GRAND ECRAN,NONE,NONE,11,AVENUE ANDRE ROUSSIN -,NONE,13016,MARSEILLE,NONE,NONE,FRANCE,13
124,NECOTRANS AATA,LES DOCKS ATRIUM 10.5 10 PLACE DE LA JOLIETTE 13002 MARSEILLE FRANCE,NONE,LES DOCKS ATRIUM 10.5,NONE,NONE,10,PLACE DE LA JOLIETTE,NONE,13002,MARSEILLE,NONE,NONE,FRANCE,45
125,CENTRIMEX INTL,33 BOULEVARD DE L EUROPE BP 123 13744 VITROLLES FRANCE,NONE,NONE,NONE,NONE,33,BOULEVARD DE L EUROPE,BP 123,13744,VITROLLES ,NONE,NONE,FRANCE,13
126,RENAULT SAS,USINE DE GRAND COURONNE BOULEVARD DU GENERAL AULNAY BP 11 76530 GRAND COURONNE FRANCE,NONE,USINE DE GRAND COURONNE,NONE,NONE,NONE,BOULEVARD DU GENERAL AULNAY,BP 11,76530,GRAND COURONNE,NONE,NONE,FRANCE,76
127,GEODIS WILSON FRANCE,1 RUE MARYSE BASTIE 59817 LESQUIN FRANCE,NONE,NONE,NONE,NONE,1,RUE MARYSE BASTIE,NONE,59817,LESQUIN,NONE,NONE,FRANCE,59
128,BALGUERIE,447 BOULEVARD ALFRED DANEY 33075 BORDEAUX FRANCE,NONE,NONE,NONE,NONE,447,BOULEVARD ALFRED DANEY,NONE,33075,BORDEAUX,NONE,NONE,FRANCE,33
129,BOLLORE AFRICA LOGISTICS,TOUR BOLLORE 3-32 QUAI DE DION BOUTON 92811 PUTEAUX FRANCE,NONE,TOUR BOLLORE,NONE,NONE,3-32,QUAI DE DION BOUTON,NONE,92811,PUTEAUX,NONE,NONE,FRANCE,92
130,DAMCO,40 RUE DE LA VAGUE 59650 VILLENEUVE D�ASCQ FRANCE,NONE,NONE,NONE,NONE,40,RUE DE LA VAGUE,NONE,59650,VILLENEUVE D�ASCQ,NONE,NONE,FRANCE,59
131,TRAMAR SAS,27 QUAI CASIMIR DELAVIGNE 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,27,QUAI CASIMIR DELAVIGNE,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
132,TRANSFER INTERNATIONAL,'EUROPE BUILDING QUAI DE L''EUROPE 76600 LE HAVRE FRANCE',NONE,EUROPE BUILDING,NONE,NONE,NONE,'QUAI DE L''EUROPE ',NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
133,TRANSINTER,196 BOULEVARD DE GRAVILLE 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,196,BOULEVARD DE GRAVILLE,NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
134,OCEANS TRANSPORTS MARITIMES,RUE DU TRAITE DE PARIS 44210 PORNIC FRANCE,NONE,NONE,NONE,NONE,NONE,RUE DU TRAITE DE PARIS,NONE,44210,PORNIC,NONE,NONE,FRANCE,44
135,SDV MARSEILLE,IMMEUBLE GRAND BLEU 29 BOULEVARD GAY LUSSAC BP 355 13309 MARSEILLE FRANCE,NONE,IMMEUBLE GRAND BLEU,NONE,NONE,29,BOULEVARD GAY LUSSAC,BP 355,13309,MARSEILLE,NONE,NONE,FRANCE,13
136,SDV LILLE,AEROGARE DE FRET 59817 LESQUIN FRANCE,NONE,NONE,AEROGARE DE FRET,NONE,NONE,NONE,NONE,59817,LESQUIN,NONE,NONE,FRANCE,59
137,SDV,ZONE EURO DELTA 13 BOULEVARD DU DELTA B.P. 10104 94550 RUNGIS FRANCE,NONE,NONE,NONE,ZONE EURO DELTA,13,BOULEVARD DU DELTA,B.P. 10104,94550,RUNGIS,NONE,NONE,FRANCE,94
138,SDV CTM ST ETIENNE,ZONE INDUSTRIELLE DE VERPILLEUX 1 RUE NECKER BP 673 42043 SAINT ETIENNE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE VERPILLEUX ,1,RUE NECKER,BP 673,42043,SAINT ETIENNE,NONE,NONE,FRANCE,42
139,GEODIS PROJETS SAS,25 RUE JOSUE HOFFER 58200 MULHOUSE FRANCE,NONE,NONE,NONE,NONE,25,RUE JOSUE HOFFER,NONE,58200,MULHOUSE,NONE,NONE,FRANCE,68
140,SDV PROJETS INDUSTRIELS,IMMEUBLE LE CHARLEBOURG 14/30 RUE DE MANTES 92700 COLOMBES FRANCE,NONE,IMMEUBLE LE CHARLEBOURG,NONE,NONE,14/30,RUE DE MANTES,NONE,92700,COLOMBES,NONE,NONE,FRANCE,92
141,SDV CTM BORDEAUX,ZONE INDUSTRIELLE DE BORDEAUX FRET RUE HENRI DELATTRE 33520 BRUGES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE BORDEAUX FRET,NONE,RUE HENRI DELATTRE,NONE,33520,BRUGES,NONE,NONE,FRANCE,33
142,PROLINAIR,82 ROUTE DE GRENADE 31700 BLAGNAC FRANCE,NONE,NONE,NONE,NONE,82,ROUTE DE GRENADE,NONE,31700,BLAGNAC,NONE,NONE,FRANCE,31
143,SDV,ENTREE A BATIMENT F PARC EURO LOGISTICS ZONE ARTISANALE DES BRATEAUX 44 RUE DES ARPENTS 91100 VILLABE FRANCE,ENTREE A,BATIMENT F,NONE,PARC EURO LOGISTICS ZONE ARTISANALE DES BRATEAUX ,44,RUE DES   ARPENTS,NONE,91100,VILLABE,NONE,NONE,FRANCE,91
144,ROHLIG STRASBOURG,BATIMENT SAINT EXUPERY AEROPORT STRASBOURG ZONE OUEST 67960 ENTZHEIM FRANCE,NONE,BATIMENT SAINT EXUPERY,AEROPORT STRASBOURG,ZONE OUEST,NONE,NONE,NONE,67960,ENTZHEIM,NONE,NONE,FRANCE,67
145,RHODANIENNE DE TRANSIT,ZONE INDUSTRIELLE DE LA DELORME 10 AVENUE DE LA BAUXITE 13015 MARSEILLE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE LA DELORME,10,AVENUE DE LA BAUXITE,NONE,13015,MARSEILLE,NONE,NONE,FRANCE,13
146,JF HILLEBRAND COGNAC,4A RUE DU DOMINANT BP 05 16101 COGNAC FRANCE,NONE,NONE,NONE,NONE,4A,RUE DU DOMINANT,BP 05 ,16101,COGNAC,NONE,NONE,FRANCE,16
147,TOLL GLOBAL FORWARDING,190 RUE DES CHARDONNERETS BP 64051 95972 ROISSY EN FRANCE FRANCE,NONE,NONE,NONE,NONE,190,RUE DES CHARDONNERETS,BP 64051 ,95972,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
148,SDV PAU,ZONE INDUSPAL AVENUE JOLIOT-CURIE - BP 220 64143 BILLIERE FRANCE,NONE,NONE,NONE,ZONE INDUSPAL,NONE,AVENUE JOLIOT-CURIE -,BP 220,64143,BILLIERE,NONE,NONE,FRANCE,64
149,RHENUS LOGISTICS ALSACE S.A,11 RUE DE DUNKERQUE BP 127 67028 STRASBOURG FRANCE,NONE,NONE,NONE,NONE,11,RUE DE DUNKERQUE,BP 127,67028,STRASBOURG,NONE,NONE,FRANCE,67
150,ALLOIN-EXMARE,201 RUE LEON JOUHAUX 69400 VILLEFRANCHE SUR SAONE FRANCE,NONE,NONE,NONE,NONE,201,RUE LEON JOUHAUX,NONE,69400,VILLEFRANCHE SUR SAONE,NONE,NONE,FRANCE,69
151,NECOTRANS,BATIMENT 3318 3 RUE DU PRE 95700 ROISSY EN FRANCE FRANCE,NONE,BATIMENT 3318,NONE,NONE,3,RUE DU PRE,NONE,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
152,DHL GLOBAL FORWARDING SAS,83 IMPASSE DE LA FRUITIERE 74350 ALLONZIER LA CAILLE FRANCE,NONE,NONE,NONE,NONE,83,IMPASSE DE LA FRUITIERE,NONE,74350,ALLONZIER LA CAILLE,NONE,NONE,FRANCE,74
153,CRUSTIMEX S.A.,232 AVENUE DU PRADO 13008 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,232,AVENUE DU PRADO,NONE,13008,MARSEILLE,NONE,NONE,FRANCE,13
154,CENTRIMEX -FRANCE,5 RUE CASIMIR PERIER BP 1062 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,5,RUE CASIMIR PERIER,BP 1062,76600,LE HAVRE ,NONE,NONE,FRANCE,76
155,DIMOTRANS LILLE,'23 AVENUE DE L''EUROPE 59223 RONCQ FRANCE',NONE,NONE,NONE,NONE,23,'AVENUE DE L''EUROPE',NONE,59223,RONCQ,NONE,NONE,FRANCE,59
156,TEPMARE,38 COURS SUCHET 69002 LYON FRANCE,NONE,NONE,NONE,NONE,38,COURS SUCHET,NONE,69002,LYON,NONE,NONE,FRANCE,69
157,RHODANIENNE DE TRANSIT,7 BOULEVARD PIERRE BROSSOLETTE 76120 LE GRAND QUEVILLY FRANCE,NONE,NONE,NONE,NONE,7,BOULEVARD PIERRE BROSSOLETTE,NONE,76120,LE GRAND QUEVILLY,NONE,NONE,FRANCE,76
158,SEAFRIGO,MOLE GRAVELEAU CENTRE TERTIAIRE 13230 PORT SAINT LOUIS FRANCE,NONE,MOLE GRAVELEAU,NONE,CENTRE TERTIAIRE ,NONE,NONE,NONE,13230,PORT SAINT LOUIS,NONE,NONE,FRANCE,13
159,FROMAGERIES BEL,16 BOULEVARD MALESHERBES 75008 PARIS FRANCE,NONE,NONE,NONE,NONE,16,BOULEVARD MALESHERBES,NONE,75008,PARIS,NONE,NONE,FRANCE,75
160,PAMAFRANCE NECOTRANS,15 RUE ETIENNE DOLET 76140 PETIT QUEVILLY FRANCE,NONE,NONE,NONE,NONE,15,RUE ETIENNE DOLET,NONE,76140,PETIT QUEVILLY,NONE,NONE,FRANCE,76
161,SELI EST,4 AVENUE DES CRAYERES 51520 LA VEUVE FRANCE,NONE,NONE,NONE,NONE,4,AVENUE DES CRAYERES,NONE,51520,LA VEUVE,NONE,NONE,FRANCE,51
162,ROHLIG FRANCE S.A.,BATIMENT D ZONE DE FRET 5 14 RUE DE LA BELLE BORNE BP 15617 95700 ROISSY EN FRANCE FRANCE,NONE,BATIMENT D,NONE,ZONE DE FRET 5,14,RUE DE LA BELLE BORNE,BP 15617,95700,ROISSY EN FRANCE,NONE,NONE,FRANCE,95
163,DSV AIR & SEA SA,10 RUE DE LUZAIS BP 57 38291 SAINT QUENTIN FALLAVIER FRANCE,NONE,NONE,NONE,NONE,10,RUE DE LUZAIS,BP 57,38291,SAINT QUENTIN FALLAVIER,NONE,NONE,FRANCE,38
164,TCC LOGISTICS,'EUROPE BUILDING QUAI DE L''EUROPE 76600 LE HAVRE FRANCE',NONE,EUROPE BUILDING,NONE,NONE,NONE,'QUAI DE L''EUROPE',NONE,76600,LE HAVRE,NONE,NONE,FRANCE,76
165,AMC FRANCE,19B RUE DU DOMINANT 16100 COGNAC FRANCE,NONE,NONE,NONE,NONE,19B,RUE DU DOMINANT,NONE,16100,COGNAC,NONE,NONE,FRANCE,16
166,DIMOTRANS SAINT ETIENNE,3 RUE JEAN HUSS 42000 SAINT ETIENNE FRANCE,NONE,NONE,NONE,NONE,3,RUE JEAN HUSS,NONE,42000,SAINT ETIENNE,NONE,NONE,FRANCE,42
167,DHL GLOBAL FORWARDING SAS,IMMEUBLE LE PYTHAGORE 14 AVENUE DU JUILLET 21300 CHENOVE FRANCE,NONE,IMMEUBLE LE PYTHAGORE,NONE,NONE,14,AVENUE DU   JUILLET,NONE,21300,CHENOVE,NONE,NONE,FRANCE,21
168,DHL GLOBAL FORWARDING SAS,AEROGARE DE FRET AEROPORT NANTES ATLANTIQUE 44860 SAINT AIGNAN DE GRAND LIEU FRANCE,NONE,NONE,AEROGARE DE FRET AEROPORT NANTES ATLANTIQUE,NONE,NONE,NONE,NONE,44860,SAINT AIGNAN DE GRAND LIEU,NONE,NONE,FRANCE,44
169,DIMOTRANS ANNECY,6 ALLEE DES MORILLES 74900 MEYTHET FRANCE,NONE,NONE,NONE,NONE,6,ALLEE DES MORILLES,NONE,74900,MEYTHET,NONE,NONE,FRANCE,74
170,MAERSK LOGISTICS FRANCE,40 BOULEVARD DE DUNKERQUE 13002 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,40,BOULEVARD DE DUNKERQUE,NONE,13002,MARSEILLE,NONE,NONE,FRANCE,13
171,SDV MARIGNANE,LE ROUCAS AEROPORT BORDEAUX MERIGNAC ZONE INDUSTRIELLE DE COUPERIGNE BP 52 13728 MARIGNANE FRANCE,NONE,NONE,AEROPORT MARSEILLE PROVENCE,ZONE INDUSTRIELLE DE COUPERIGNE,NONE,NONE,BP 52 ,13728,MARIGNANE,NONE,LE ROUCAS,FRANCE,13
172,UNION ROUENNAISE D ACCONAGE,'14 BOULEVARD DE L''OUEST 76172 ROUEN FRANCE',NONE,NONE,NONE,NONE,14,'BOULEVARD DE L''OUEST',NONE,76172,ROUEN,NONE,NONE,FRANCE,76
173,DIMOTRANS OVERSEAS SERVICES-MRS AIR,GARE DE FRET NUMERO 2 AEROPORT MARSEILLE PROVENCE 13729 MARSEILLE FRANCE,NONE,NONE,GARE DE FRET NUMERO 2 AEROPORT MARSEILLE PROVENCE,NONE,NONE,NONE,NONE,13729,MARSEILLE,NONE,NONE,FRANCE,13
174,DIMOTRANS MARSEILLE,LES AYGALADES 35 BOULEVARD DU CAPITAINE GUEZZ 13014 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,35,BOULEVARD DU CAPITAINE GUEZZ,NONE,13014,MARSEILLE,NONE,LES AYGALADES,FRANCE,13
175,SDV ROUEN,ZONE INDUSTRIELLE DU GRAND LAUNAY 8 RUE PAUL DELORME 76144 LE GRAND QUEVILLY FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DU GRAND LAUNAY ,8,RUE PAUL DELORME,NONE,76144,LE GRAND QUEVILLY,NONE,NONE,FRANCE,76
176,M&M MILITZER ET MUNCH FRANCE SA,1 BOULEVARD AMPERE 13014 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,1,BOULEVARD AMPERE,NONE,13014,MARSEILLE,NONE,NONE,FRANCE,13
177,EDWIN AUGUSTO ALVARADO PRADO,4 RUE AMPERE 91430 IGNY FRANCE,NONE,NONE,NONE,NONE,4,RUE AMPERE,NONE,91430,IGNY,NONE,NONE,FRANCE,91
178,SDV ORLEANS,PORTE DE SARY POLE 45 305 RUE FRANCIS PERRIN BP 71027 45771 SARAN FRANCE,PORTE DE SARY,NONE,NONE,POLE 45 ,305,RUE FRANCIS PERRIN,BP 71027,45771,SARAN,NONE,NONE,FRANCE,45
179,SDV CTM MONTOIR,2 RUE DES MOREES 44550 MONTOIR DE BRETAGNE FRANCE,NONE,NONE,NONE,NONE,2,RUE DES MOREES,NONE,44550,MONTOIR DE BRETAGNE,NONE,NONE,FRANCE,44
180,SDV POITIERS,SAE DE CHALEMBERT TECHNOPOLE DU FUTUROSCOPE TELEPORT 8 6 RUE GASPARD MONGE 86131 JAUNAY CLAN FRANCE,NONE,NONE,NONE,NONE,6,RUE GASPARD MONGE,NONE,86131,JAUNAY CLAN,NONE,SAE DE CHALEMBERT TECHNOPOLE DU FUTUROSCOPE TELEPORT 8,FRANCE,86
181,SDV QUIMPER,506 ROUTE DE ROSPORDE 29337 QUIMPER FRANCE,NONE,NONE,NONE,NONE,506,ROUTE DE ROSPORDE,NONE,29337,QUIMPER,NONE,NONE,FRANCE,29
182,TNT FREIGHT MANAGEMENT LE HAVRE,BATIMENT NORMANDIE PARC LOGISTIQUE DU PONT DE NORMANDIE BP 71 76700 HARFLEUR FRANCE,NONE,BATIMENT NORMANDIE,NONE,PARC LOGISTIQUE DU PONT DE NORMANDIE,NONE,NONE,BP 71,76700,HARFLEUR,NONE,NONE,FRANCE,76
183,LEON VINCENT SA,RUE JEAN CLAUDEVILLE 33520 BRUGES FRANCE,NONE,NONE,NONE,NONE,NONE,RUE JEAN CLAUDEVILLE,NONE,33520,BRUGES,NONE,NONE,FRANCE,33
184,LOGISTIQUE ET TRANSIT MARTIN,ZONE INDUSTRIELLE MAGNA PARKDISTRIPORT 13230 PORT SAINT LOUIS DU RHONE FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE MAGNA PARKDISTRIPORT,NONE,NONE,NONE,13230,PORT SAINT LOUIS DU RHONE,NONE,NONE,FRANCE,13
185,ZIEGLER,CENTRE COMMERCIAL DE GROS RUE EDOUARD FAURE 33083 BORDEAUX CEDEX 65 FRANCE,NONE,NONE,NONE,CENTRE COMMERCIAL DE GROS,NONE,RUE EDOUARD FAURE,NONE,33083,BORDEAUX,CEDEX 65,NONE,FRANCE,33
186,FERON DE CLEBSATTEL,'EUROPE BUILDING QUAI DE L''EUROPE 76051 LE HAVRE CEDEX FRANCE',NONE,EUROPE BUILDING,NONE,NONE,NONE,'QUAI DE L''EUROPE',NONE,76051,LE HAVRE,CEDEX,NONE,FRANCE,76
187,ETS DUPOUY-SBCC,ZONE INDUSTRIELLE BORDEAUX FRET RUE BERTRAND BALGUERIE 33520 BRUGES FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE BORDEAUX FRET ,NONE,RUE BERTRAND BALGUERIE,NONE,33520,BRUGES,NONE,NONE,FRANCE,33
188,SCHENKER S.A.S. REUNION,4BIS RUE PAUL VERLAINE BP 182 97824 LE PORT FRANCE,NONE,NONE,NONE,NONE,4BIS,RUE PAUL VERLAINE,BP 182,97824,LE PORT,NONE,NONE,FRANCE,974
189,SET CARGO,AEROPORT NANTES ATLANTIQUE ZONE DE FRET 44340 BOUGUENAIS FRANCE,NONE,NONE,AEROPORT NANTES ATLANTIQUE,ZONE DE FRET,NONE,NONE,NONE,44340,BOUGUENAIS,NONE,NONE,FRANCE,44
190,PHILIPS FRANCE,DIVISION EGP CENTRE DE DISTRIBUTION ZONE INDUSTRIELLE LES CHATELETS 21 RUE DES OSMEAUX 28109 DREUX CEDEX FRANCE,NONE,NONE,NONE,CENTRE DE DISTRIBUTION ZONE INDUSTRIELLE LES CHATELETS,21,RUE DES OSMEAUX,NONE,28109,DREUX,CEDEX,DIVISION EGP,FRANCE,28
191,ELECTROLUX LDA SNC - FLOOR CARE PAN-EUROPEAN COSTS,43 AVENUE FELIX LOUAT 60300 SENLIS FRANCE,NONE,NONE,NONE,NONE,43,AVENUE FELIX LOUAT,NONE,60300,SENLIS,NONE,NONE,FRANCE,60
192,DAHER,AEROGARE DE FRET AEROPORT NANTES ATLANTIQUE 44346 BOUGUENAIS FRANCE,NONE,NONE,AEROGARE DE FRET AEROPORT NANTES ATLANTIQUE,NONE,NONE,NONE,NONE,44346,BOUGUENAIS,NONE,NONE,FRANCE,44
193,CEVA FREIGHT MANAGEMENT FRANCE SAS,151 BOULEVARD DANIELLE CASANOVA 13014 MARSEILLE CEDEX 02 FRANCE,NONE,NONE,NONE,NONE,151,BOULEVARD DANIELLE CASANOVA,NONE,13014,MARSEILLE,CEDEX 02,NONE,FRANCE,13
194,COMARTRANS- COMMISSIONNAIRE DE TRANSPORTS,162 BOULEVARD DANIELLE CASANOVA 13014 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,162,BOULEVARD DANIELLE CASANOVA,NONE,13014,MARSEILLE,NONE,NONE,FRANCE,13
195,AIR MER TRANSPORT ASSISTANCE,29 BOULEVARD FERDINAND DE LESSEPS 13014 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,29,BOULEVARD FERDINAND DE LESSEPS,NONE,13014,MARSEILLE,NONE,NONE,FRANCE,13
196,LYSEO,'15 AVENUE DE L''INDUSTRIE BP 372 69900 CORBAS FRANCE',NONE,NONE,NONE,NONE,15,'AVENUE DE L''INDUSTRIE',BP 372,69900,CORBAS,NONE,NONE,FRANCE,69
197,MILITZER & MUNCH,ZONE INDUSTRIELLE DE LA ROUGE AVENUE DE MENIN 59000 HALLUIN FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE LA ROUGE,NONE,AVENUE DE MENIN,NONE,59000,HALLUIN,NONE,NONE,FRANCE,59
198,ROHLIG FRANCE S.A.,BATIMENT FRANCE HANDLING AEROGARE DE FRET 59810 LESQUIN FRANCE,NONE,BATIMENT FRANCE HANDLING,AEROGARE DE FRET,NONE,NONE,NONE,NONE,59810,LESQUIN,NONE,NONE,FRANCE,59
199,AMATRANS,'PARC D''ACTIVITES DE LA BOUVRE 12 RUE JOHANNES GUTEMBERG 44340 BOUGUENAIS FRANCE',NONE,NONE,NONE,'PARC D''ACTIVITES DE LA BOUVRE',12,RUE JOHANNES GUTEMBERG,NONE,44340,BOUGUENAIS,NONE,NONE,FRANCE,44
200,SFT GONDRAND FRERES,PORT 5383 ZONE INDUSTRIELLE EST DU HAVREPORT VOIE DES SARCELLES 76430 SAINT VIGOR D�YMONVILLE FRANCE,NONE,NONE,PORT 5383,ZONE INDUSTRIELLE EST DU HAVREPORT,NONE,VOIE DES SARCELLES,NONE,76430,SAINT VIGOR D�YMONVILLE,NONE,NONE,FRANCE,76
201,AGILITY LOGISTICS LTD,IMMEUBLE CMCI 2 RUE HENRI BARBUSSE 13001 MARSEILLE FRANCE,NONE,IMMEUBLE CMCI,NONE,NONE,2,RUE HENRI BARBUSSE,NONE,13001,MARSEILLE,NONE,NONE,FRANCE,13
202,AGILITY SAS,17B AVENUE ROBERT SCHUMAN 13002 MARSEILLE FRANCE,NONE,NONE,NONE,NONE,17B,AVENUE ROBERT SCHUMAN,NONE,13002,MARSEILLE,NONE,NONE,FRANCE,13
203,AIRFLOW,1200 AVENUE OLIVIER PERROY 13790 ROUSSET FRANCE,NONE,NONE,NONE,NONE,1200,AVENUE OLIVIER PERROY,NONE,13790,ROUSSET,NONE,NONE,FRANCE,13
204,KUEHNE + NAGEL S.A.S,ZONE INDUSTRIELLE DE VILLEMILAN 1 BOULEVARD ARAGO 91320 WISSOUS FRANCE,NONE,NONE,NONE,ZONE INDUSTRIELLE DE VILLEMILAN,1,BOULEVARD ARAGO,NONE,91320,WISSOUS,NONE,NONE,FRANCE,91
205,GEODIS BM ALSACE,21 RUE DE CHERBOURG - BP 49 67020 STRASBOURG FRANCE,NONE,NONE,NONE,NONE,21,RUE DE CHERBOURG -,BP 49,67020,STRASBOURG,NONE,NONE,FRANCE,67
206,PARTNAIR & SEA,182 QUAI GEORGES V BP 40616 76600 LE HAVRE FRANCE,NONE,NONE,NONE,NONE,182,QUAI GEORGES V,BP 40616,76600,LE HAVRE,NONE,NONE,FRANCE,76
